	關卡類型	主關卡ID	次關卡ID	難度	前置關卡	背景編碼	ICON編碼	開放等級	消耗AP	次數限制	重置規則	戰力指標	時間限制	環境損傷	單人模式	特殊規則	場景編碼	配置編碼	音樂	BOSS進場音樂	BOSS戰音樂	隱藏要素	通關條件1	通關條件1參數	通關條件2	通關條件2參數	通關條件3	通關條件3參數	首破經驗	首破金幣	首破戰利品	獲得經驗	獲得金幣	獲得戰利品	獲得熟練度	BOSS介紹	路徑	開始時間	結束時間	起始版本	結束版本	名稱	說明	
160842	6	16000	84	2	160832	bg_tower_stage_004	tower_stage_004	0	0	-1	0	704346	150	15	0	100065	stage06_0084_e1	stage06_0084_e1	BGM01,bgm_st_jakob	null	null	0	1	0	1	0	1	0	0	0	251816	0	0	300	0	null	null	null	null	4.15.0000	null	STAGE_NAME_160842	null	
160852	6	16000	85	2	160842	bg_tower_stage_023	tower_stage_023	0	0	-1	0	707775	150	15	0	101017	stage06_0085_e1	stage06_0085_e1	BGM01,bgm_st_jakob	null	null	0	1	0	1	0	1	0	0	0	251821	0	0	300	0	408402	null	null	null	4.15.0000	null	STAGE_NAME_160852	null	
160862	6	16000	86	2	160852	bg_tower_stage_001	tower_stage_001	0	0	-1	0	711153	150	15	0	100064	stage06_0086_e1	stage06_0086_e1	BGM01,bgm_st_jakob	null	null	0	1	0	1	0	1	0	0	0	251826	0	0	300	0	null	null	null	null	5.00.0000	null	STAGE_NAME_160862	null	
160872	6	16000	87	2	160862	bg_tower_stage_002	tower_stage_002	0	0	-1	0	714590	150	15	0	100065	stage06_0087_e1	stage06_0087_e1	BGM01,bgm_st_jakob	null	null	0	1	0	1	0	1	0	0	0	251831	0	0	300	0	null	null	null	null	5.00.0000	null	STAGE_NAME_160872	null	
160882	6	16000	88	2	160872	bg_tower_stage_003	tower_stage_003	0	0	-1	0	717984	150	15	0	100061	stage06_0088_e1	stage06_0088_e1	BGM01,bgm_st_jakob	null	null	0	1	0	1	0	1	0	0	0	251836	0	0	300	0	null	null	null	null	5.00.0000	null	STAGE_NAME_160882	null	
160892	6	16000	89	2	160882	bg_tower_stage_004	tower_stage_004	0	0	-1	0	721422	150	15	0	100066	stage06_0089_e1	stage06_0089_e1	BGM01,bgm_st_jakob	null	null	0	1	0	1	0	1	0	0	0	251841	0	0	300	0	null	null	null	null	5.00.0000	null	STAGE_NAME_160892	null	
160902	6	16000	90	2	160892	bg_tower_stage_021	tower_stage_021	0	0	-1	0	724880	150	15	0	101018	stage06_0090_e1	stage06_0090_e1	BGM01,bgm_st_jakob	null	null	0	1	0	1	0	1	0	0	0	251846	0	0	300	0	408902,408912	null	null	null	5.00.0000	null	STAGE_NAME_160902	null	
160912	6	16000	91	2	160902	bg_tower_stage_001	tower_stage_001	0	0	-1	0	728299	150	15	0	100062	stage06_0091_e1	stage06_0091_e1	BGM01,bgm_st_jakob	null	null	0	1	0	1	0	1	0	0	0	251851	0	0	300	0	null	null	null	null	5.03.0000	null	STAGE_NAME_160912	null	
160922	6	16000	92	2	160912	bg_tower_stage_002	tower_stage_002	0	0	-1	0	731760	150	15	0	100061	stage06_0092_e1	stage06_0092_e1	BGM01,bgm_st_jakob	null	null	0	1	0	1	0	1	0	0	0	251856	0	0	300	0	null	null	null	null	5.03.0000	null	STAGE_NAME_160922	null	
160932	6	16000	93	2	160922	bg_tower_stage_022	tower_stage_022	0	0	-1	0	735174	150	15	0	100064	stage06_0093_e1	stage06_0093_e1	BGM01,bgm_st_jakob	null	null	0	1	0	1	0	1	0	0	0	251861	0	0	300	0	null	null	null	null	5.03.0000	null	STAGE_NAME_160932	null	
160942	6	16000	94	2	160932	bg_tower_stage_004	tower_stage_004	0	0	-1	0	738664	150	15	0	101017	stage06_0094_e1	stage06_0094_e1	BGM01,bgm_st_jakob	null	null	0	1	0	1	0	1	0	0	0	251866	0	0	300	0	null	null	null	null	5.03.0000	null	STAGE_NAME_160942	null	
160952	6	16000	95	2	160942	bg_tower_stage_025	tower_stage_025	0	0	-1	0	742130	150	15	0	101019	stage06_0095_e1	stage06_0095_e1	BGM01,bgm_st_jakob	null	BGM02,bgm_st_boss12	0	1	0	1	0	1	0	0	0	251871	0	0	300	0	409402	null	null	null	5.03.0000	null	STAGE_NAME_160952	null	
160962	6	16000	96	2	160952	bg_tower_stage_001	tower_stage_001	0	0	-1	0	745577	150	15	0	100065	stage06_0096_e1	stage06_0096_e1	BGM01,bgm_st_jakob	null	null	0	1	0	1	0	1	0	0	0	251876	0	0	300	0	null	null	null	null	5.06.0000	null	STAGE_NAME_160962	null	
160972	6	16000	97	2	160962	bg_tower_stage_002	tower_stage_002	0	0	-1	0	748951	150	15	0	100062	stage06_0097_e1	stage06_0097_e1	BGM01,bgm_st_jakob	null	null	0	1	0	1	0	1	0	0	0	251881	0	0	300	0	null	null	null	null	5.06.0000	null	STAGE_NAME_160972	null	
160982	6	16000	98	2	160972	bg_tower_stage_003	tower_stage_003	0	0	-1	0	752344	150	15	0	101017	stage06_0098_e1	stage06_0098_e1	BGM01,bgm_st_jakob	null	null	0	1	0	1	0	1	0	0	0	251886	0	0	300	0	null	null	null	null	5.06.0000	null	STAGE_NAME_160982	null	
160992	6	16000	99	2	160982	bg_tower_stage_004	tower_stage_004	0	0	-1	0	755750	150	15	0	100061	stage06_0099_e1	stage06_0099_e1	BGM01,bgm_st_jakob	null	null	0	1	0	1	0	1	0	0	0	251891	0	0	300	0	null	null	null	null	5.06.0000	null	STAGE_NAME_160992	null	
161002	6	16000	100	2	160992	bg_tower_stage_026	tower_stage_026	0	0	-1	0	759086	150	15	0	101020	stage06_0100_e1	stage06_0100_e1	BGM01,bgm_st_jakob	null	null	0	1	0	1	0	1	0	0	0	251896	0	0	300	0	409902	null	null	null	5.06.0000	null	STAGE_NAME_161002	null	
160013	6	16000	1	3	null	bg_tower_stage_001	tower_stage_001	0	0	-1	0	0	150	15	0	102002	stage06_0001_e1	stage06_0001_e1	BGM01,bgm_st_jakob	null	null	0	1	0	1	0	1	0	0	0	252001	0	0	0	0	null	null	null	null	3.01.0000	null	STAGE_NAME_160013	null	
160023	6	16000	2	3	160013	bg_tower_stage_002	tower_stage_002	0	0	-1	0	0	150	15	0	102005	stage06_0002_e1	stage06_0002_e1	BGM01,bgm_st_jakob	null	null	0	1	0	1	0	1	0	0	0	252011	0	0	0	0	null	null	null	null	3.01.0000	null	STAGE_NAME_160023	null	
160033	6	16000	3	3	160023	bg_tower_stage_003	tower_stage_003	0	0	-1	0	0	150	15	0	102003	stage06_0003_e1	stage06_0003_e1	BGM01,bgm_st_jakob	null	null	0	1	0	1	0	1	0	0	0	252021	0	0	0	0	null	null	null	null	3.01.0000	null	STAGE_NAME_160033	null	
160043	6	16000	4	3	160033	bg_tower_stage_004	tower_stage_004	0	0	-1	0	0	150	15	0	102004	stage06_0004_e1	stage06_0004_e1	BGM01,bgm_st_jakob	null	null	0	1	0	1	0	1	0	0	0	252031	0	0	0	0	null	null	null	null	3.01.0000	null	STAGE_NAME_160043	null	
160053	6	16000	5	3	160043	bg_tower_stage_005	tower_stage_005	0	0	-1	0	0	150	15	0	103001	stage06_0005_e1	stage06_0005_e1	BGM01,bgm_st_jakob	null	BGM02,bgm_st_boss12	0	1	0	1	0	1	0	0	0	252041	0	0	0	0	400413	null	null	null	3.01.0000	null	STAGE_NAME_160053	null	
160063	6	16000	6	3	160053	bg_tower_stage_001	tower_stage_001	0	0	-1	0	0	150	15	0	102005	stage06_0006_e1	stage06_0006_e1	BGM01,bgm_st_jakob	null	null	0	1	0	1	0	1	0	0	0	252051	0	0	0	0	null	null	null	null	3.01.0000	null	STAGE_NAME_160063	null	
160073	6	16000	7	3	160063	bg_tower_stage_002	tower_stage_002	0	0	-1	0	0	150	15	0	102003	stage06_0007_e1	stage06_0007_e1	BGM01,bgm_st_jakob	null	null	0	1	0	1	0	1	0	0	0	252061	0	0	0	0	null	null	null	null	3.01.0000	null	STAGE_NAME_160073	null	
160083	6	16000	8	3	160073	bg_tower_stage_003	tower_stage_003	0	0	-1	0	0	150	15	0	102001	stage06_0008_e1	stage06_0008_e1	BGM01,bgm_st_jakob	null	null	0	1	0	1	0	1	0	0	0	252071	0	0	0	0	null	null	null	null	3.01.0000	null	STAGE_NAME_160083	null	
160093	6	16000	9	3	160083	bg_tower_stage_004	tower_stage_004	0	0	-1	0	0	150	15	0	102006	stage06_0009_e1	stage06_0009_e1	BGM01,bgm_st_jakob	null	null	0	1	0	1	0	1	0	0	0	252081	0	0	0	0	null	null	null	null	3.01.0000	null	STAGE_NAME_160093	null	
160103	6	16000	10	3	160093	bg_tower_stage_006	tower_stage_006	0	0	-1	0	0	150	15	0	103002	stage06_0010_e1	stage06_0010_e1	BGM01,bgm_st_jakob	null	BGM02,bgm_st_boss21	0	1	0	1	0	1	0	0	0	252091	0	0	0	0	400913	null	null	null	3.01.0000	null	STAGE_NAME_160103	null	
160113	6	16000	11	3	160103	bg_tower_stage_001	tower_stage_001	0	0	-1	0	0	150	15	0	102001	stage06_0011_e1	stage06_0011_e1	BGM01,bgm_st_jakob	null	null	0	1	0	1	0	1	0	0	0	252101	0	0	0	0	null	null	null	null	3.01.0000	null	STAGE_NAME_160113	null	
160123	6	16000	12	3	160113	bg_tower_stage_002	tower_stage_002	0	0	-1	0	0	150	15	0	102004	stage06_0012_e1	stage06_0012_e1	BGM01,bgm_st_jakob	null	null	0	1	0	1	0	1	0	0	0	252111	0	0	0	0	null	null	null	null	3.01.0000	null	STAGE_NAME_160123	null	
160133	6	16000	13	3	160123	bg_tower_stage_003	tower_stage_003	0	0	-1	0	0	150	15	0	102005	stage06_0013_e1	stage06_0013_e1	BGM01,bgm_st_jakob	null	null	0	1	0	1	0	1	0	0	0	252121	0	0	0	0	null	null	null	null	3.01.0000	null	STAGE_NAME_160133	null	
160143	6	16000	14	3	160133	bg_tower_stage_004	tower_stage_004	0	0	-1	0	0	150	15	0	102006	stage06_0014_e1	stage06_0014_e1	BGM01,bgm_st_jakob	null	null	0	1	0	1	0	1	0	0	0	252131	0	0	0	0	null	null	null	null	3.01.0000	null	STAGE_NAME_160143	null	
160153	6	16000	15	3	160143	bg_tower_stage_007	tower_stage_007	0	0	-1	0	0	150	15	0	103003	stage06_0015_e1	stage06_0015_e1	BGM01,bgm_st_jakob	null	null	0	1	0	1	0	1	0	0	0	252141	0	0	0	0	401403,401423	null	null	null	3.01.0000	null	STAGE_NAME_160153	null	
160163	6	16000	16	3	160153	bg_tower_stage_001	tower_stage_001	0	0	-1	0	0	150	15	0	102005	stage06_0016_e1	stage06_0016_e1	BGM01,bgm_st_jakob	null	null	0	1	0	1	0	1	0	0	0	252151	0	0	0	0	null	null	null	null	3.01.0000	null	STAGE_NAME_160163	null	
160173	6	16000	17	3	160163	bg_tower_stage_002	tower_stage_002	0	0	-1	0	0	150	15	0	102002	stage06_0017_e1	stage06_0017_e1	BGM01,bgm_st_jakob	null	null	0	1	0	1	0	1	0	0	0	252161	0	0	0	0	null	null	null	null	3.01.0000	null	STAGE_NAME_160173	null	
160183	6	16000	18	3	160173	bg_tower_stage_003	tower_stage_003	0	0	-1	0	0	150	15	0	102004	stage06_0018_e1	stage06_0018_e1	BGM01,bgm_st_jakob	null	null	0	1	0	1	0	1	0	0	0	252171	0	0	0	0	null	null	null	null	3.01.0000	null	STAGE_NAME_160183	null	
160193	6	16000	19	3	160183	bg_tower_stage_004	tower_stage_004	0	0	-1	0	0	150	15	0	102003	stage06_0019_e1	stage06_0019_e1	BGM01,bgm_st_jakob	null	null	0	1	0	1	0	1	0	0	0	252181	0	0	0	0	null	null	null	null	3.01.0000	null	STAGE_NAME_160193	null	
160203	6	16000	20	3	160193	bg_tower_stage_008	tower_stage_008	0	0	-1	0	0	150	15	0	103004	stage06_0020_e1	stage06_0020_e1	BGM01,bgm_st_jakob	null	BGM02,bgm_st_boss08	0	1	0	1	0	1	0	0	0	252191	0	0	0	0	401903	null	null	null	3.01.0000	null	STAGE_NAME_160203	null	
160213	6	16000	21	3	160203	bg_tower_stage_001	tower_stage_001	0	0	-1	0	0	150	15	0	102014	stage06_0021_e1	stage06_0021_e1	BGM01,bgm_st_jakob	null	null	0	1	0	1	0	1	0	0	0	252201	0	0	0	0	null	null	null	null	3.03.0000	null	STAGE_NAME_160213	null	
160223	6	16000	22	3	160213	bg_tower_stage_002	tower_stage_002	0	0	-1	0	0	150	15	0	102015	stage06_0022_e1	stage06_0022_e1	BGM01,bgm_st_jakob	null	null	0	1	0	1	0	1	0	0	0	252211	0	0	0	0	null	null	null	null	3.03.0000	null	STAGE_NAME_160223	null	
160233	6	16000	23	3	160223	bg_tower_stage_003	tower_stage_003	0	0	-1	0	0	150	15	0	102013	stage06_0023_e1	stage06_0023_e1	BGM01,bgm_st_jakob	null	null	0	1	0	1	0	1	0	0	0	252221	0	0	0	0	null	null	null	null	3.03.0000	null	STAGE_NAME_160233	null	
160243	6	16000	24	3	160233	bg_tower_stage_004	tower_stage_004	0	0	-1	0	0	150	15	0	102012	stage06_0024_e1	stage06_0024_e1	BGM01,bgm_st_jakob	null	null	0	1	0	1	0	1	0	0	0	252231	0	0	0	0	null	null	null	null	3.03.0000	null	STAGE_NAME_160243	null	
160253	6	16000	25	3	160243	bg_tower_stage_009	tower_stage_009	0	0	-1	0	0	150	15	0	103005	stage06_0025_e1	stage06_0025_e1	BGM01,bgm_st_jakob	null	BGM01,bgm_st_boss05	0	1	0	1	0	1	0	0	0	252241	0	0	0	0	402403	null	null	null	3.03.0000	null	STAGE_NAME_160253	null	
160263	6	16000	26	3	160253	bg_tower_stage_001	tower_stage_001	0	0	-1	0	0	150	15	0	102025	stage06_0026_e1	stage06_0026_e1	BGM01,bgm_st_jakob	null	null	0	1	0	1	0	1	0	0	0	252251	0	0	0	0	null	null	null	null	3.03.0000	null	STAGE_NAME_160263	null	
160273	6	16000	27	3	160263	bg_tower_stage_002	tower_stage_002	0	0	-1	0	0	150	15	0	102023	stage06_0027_e1	stage06_0027_e1	BGM01,bgm_st_jakob	null	null	0	1	0	1	0	1	0	0	0	252261	0	0	0	0	null	null	null	null	3.03.0000	null	STAGE_NAME_160273	null	
160283	6	16000	28	3	160273	bg_tower_stage_003	tower_stage_003	0	0	-1	0	0	150	15	0	102022	stage06_0028_e1	stage06_0028_e1	BGM01,bgm_st_jakob	null	null	0	1	0	1	0	1	0	0	0	252271	0	0	0	0	null	null	null	null	3.03.0000	null	STAGE_NAME_160283	null	
160293	6	16000	29	3	160283	bg_tower_stage_004	tower_stage_004	0	0	-1	0	0	150	15	0	102024	stage06_0029_e1	stage06_0029_e1	BGM01,bgm_st_jakob	null	null	0	1	0	1	0	1	0	0	0	252281	0	0	0	0	null	null	null	null	3.03.0000	null	STAGE_NAME_160293	null	
160303	6	16000	30	3	160293	bg_tower_stage_010	tower_stage_010	0	0	-1	0	0	150	15	0	103006	stage06_0030_e1	stage06_0030_e1	BGM01,bgm_st_jakob	null	null	0	1	0	1	0	1	0	0	0	252291	0	0	0	0	402903,402913	null	null	null	3.03.0000	null	STAGE_NAME_160303	null	
160313	6	16000	31	3	160303	bg_tower_stage_001	tower_stage_001	0	0	-1	0	0	150	15	0	102023	stage06_0031_e1	stage06_0031_e1	BGM01,bgm_st_jakob	null	null	0	1	0	1	0	1	0	0	0	252301	0	0	0	0	null	null	null	null	3.05.0000	null	STAGE_NAME_160313	null	
160323	6	16000	32	3	160313	bg_tower_stage_002	tower_stage_002	0	0	-1	0	0	150	15	0	102025	stage06_0032_e1	stage06_0032_e1	BGM01,bgm_st_jakob	null	null	0	1	0	1	0	1	0	0	0	252311	0	0	0	0	null	null	null	null	3.05.0000	null	STAGE_NAME_160323	null	
160333	6	16000	33	3	160323	bg_tower_stage_003	tower_stage_003	0	0	-1	0	0	150	15	0	102021	stage06_0033_e1	stage06_0033_e1	BGM01,bgm_st_jakob	null	null	0	1	0	1	0	1	0	0	0	252321	0	0	0	0	null	null	null	null	3.05.0000	null	STAGE_NAME_160333	null	
160343	6	16000	34	3	160333	bg_tower_stage_004	tower_stage_004	0	0	-1	0	0	150	15	0	102026	stage06_0034_e1	stage06_0034_e1	BGM01,bgm_st_jakob	null	null	0	1	0	1	0	1	0	0	0	252331	0	0	0	0	null	null	null	null	3.05.0000	null	STAGE_NAME_160343	null	
160353	6	16000	35	3	160343	bg_tower_stage_011	tower_stage_011	0	0	-1	0	0	150	15	0	103007	stage06_0035_e1	stage06_0035_e1	BGM01,bgm_st_jakob	null	BGM02,bgm_st_boss19	0	1	0	1	0	1	0	0	0	252341	0	0	0	0	403403	null	null	null	3.05.0000	null	STAGE_NAME_160353	null	
160363	6	16000	36	3	160353	bg_tower_stage_001	tower_stage_001	0	0	-1	0	0	150	15	0	102033	stage06_0036_e1	stage06_0036_e1	BGM01,bgm_st_jakob	null	null	0	1	0	1	0	1	0	0	0	252351	0	0	0	0	null	null	null	null	3.07.0000	null	STAGE_NAME_160363	null	
160373	6	16000	37	3	160363	bg_tower_stage_002	tower_stage_002	0	0	-1	0	0	150	15	0	102035	stage06_0037_e1	stage06_0037_e1	BGM01,bgm_st_jakob	null	null	0	1	0	1	0	1	0	0	0	252361	0	0	0	0	null	null	null	null	3.07.0000	null	STAGE_NAME_160373	null	
160383	6	16000	38	3	160373	bg_tower_stage_003	tower_stage_003	0	0	-1	0	0	150	15	0	102031	stage06_0038_e1	stage06_0038_e1	BGM01,bgm_st_jakob	null	null	0	1	0	1	0	1	0	0	0	252371	0	0	0	0	null	null	null	null	3.07.0000	null	STAGE_NAME_160383	null	
160393	6	16000	39	3	160383	bg_tower_stage_004	tower_stage_004	0	0	-1	0	0	150	15	0	102034	stage06_0039_e1	stage06_0039_e1	BGM01,bgm_st_jakob	null	null	0	1	0	1	0	1	0	0	0	252381	0	0	0	0	null	null	null	null	3.07.0000	null	STAGE_NAME_160393	null	
160403	6	16000	40	3	160393	bg_tower_stage_012	tower_stage_012	0	0	-1	0	0	150	15	0	103008	stage06_0040_e1	stage06_0040_e1	BGM01,bgm_st_jakob	null	BGM02,bgm_st_boss12	0	1	0	1	0	1	0	0	0	252391	0	0	0	0	403903	null	null	null	3.07.0000	null	STAGE_NAME_160403	null	
160413	6	16000	41	3	160403	bg_tower_stage_001	tower_stage_001	0	0	-1	0	0	150	15	0	102035	stage06_0041_e1	stage06_0041_e1	BGM01,bgm_st_jakob	null	null	0	1	0	1	0	1	0	0	0	252401	0	0	0	0	null	null	null	null	3.09.0000	null	STAGE_NAME_160413	null	
160423	6	16000	42	3	160413	bg_tower_stage_002	tower_stage_002	0	0	-1	0	0	150	15	0	102031	stage06_0042_e1	stage06_0042_e1	BGM01,bgm_st_jakob	null	null	0	1	0	1	0	1	0	0	0	252411	0	0	0	0	null	null	null	null	3.09.0000	null	STAGE_NAME_160423	null	
160433	6	16000	43	3	160423	bg_tower_stage_003	tower_stage_003	0	0	-1	0	0	150	15	0	102034	stage06_0043_e1	stage06_0043_e1	BGM01,bgm_st_jakob	null	null	0	1	0	1	0	1	0	0	0	252421	0	0	0	0	null	null	null	null	3.09.0000	null	STAGE_NAME_160433	null	
160443	6	16000	44	3	160433	bg_tower_stage_004	tower_stage_004	0	0	-1	0	0	150	15	0	102032	stage06_0044_e1	stage06_0044_e1	BGM01,bgm_st_jakob	null	null	0	1	0	1	0	1	0	0	0	252431	0	0	0	0	null	null	null	null	3.09.0000	null	STAGE_NAME_160443	null	
160453	6	16000	45	3	160443	bg_tower_stage_011	tower_stage_011	0	0	-1	0	0	150	15	0	103009	stage06_0045_e1	stage06_0045_e1	BGM01,bgm_st_jakob	null	BGM02,bgm_st_boss08	0	1	0	1	0	1	0	0	0	252441	0	0	0	0	404403,404413	null	null	null	3.09.0000	null	STAGE_NAME_160453	null	
160463	6	16000	46	3	160453	bg_tower_stage_001	tower_stage_001	0	0	-1	0	0	150	15	0	102041	stage06_0046_e1	stage06_0046_e1	BGM01,bgm_st_jakob	null	null	0	1	0	1	0	1	0	0	0	252451	0	0	0	0	null	null	null	null	3.11.0000	null	STAGE_NAME_160463	null	
160473	6	16000	47	3	160463	bg_tower_stage_002	tower_stage_002	0	0	-1	0	0	150	15	0	102045	stage06_0047_e1	stage06_0047_e1	BGM01,bgm_st_jakob	null	null	0	1	0	1	0	1	0	0	0	252461	0	0	0	0	null	null	null	null	3.11.0000	null	STAGE_NAME_160473	null	
160483	6	16000	48	3	160473	bg_tower_stage_003	tower_stage_003	0	0	-1	0	0	150	15	0	102044	stage06_0048_e1	stage06_0048_e1	BGM01,bgm_st_jakob	null	null	0	1	0	1	0	1	0	0	0	252471	0	0	0	0	null	null	null	null	3.11.0000	null	STAGE_NAME_160483	null	
160493	6	16000	49	3	160483	bg_tower_stage_004	tower_stage_004	0	0	-1	0	0	150	15	0	102043	stage06_0049_e1	stage06_0049_e1	BGM01,bgm_st_jakob	null	null	0	1	0	1	0	1	0	0	0	252481	0	0	0	0	null	null	null	null	3.11.0000	null	STAGE_NAME_160493	null	
160503	6	16000	50	3	160493	bg_tower_stage_017	tower_stage_017	0	0	-1	0	0	150	15	0	103010	stage06_0050_e1	stage06_0050_e1	BGM01,bgm_st_jakob	null	BGM02,bgm_st_boss12	0	1	0	1	0	1	0	0	0	252491	0	0	0	0	404903	null	null	null	3.11.0000	null	STAGE_NAME_160503	null	
160513	6	16000	51	3	160503	bg_tower_stage_001	tower_stage_001	0	0	-1	0	0	150	15	0	102042	stage06_0051_e1	stage06_0051_e1	BGM01,bgm_st_jakob	null	null	0	1	0	1	0	1	0	0	0	252501	0	0	0	0	null	null	null	null	4.01.0000	null	STAGE_NAME_160513	null	
160523	6	16000	52	3	160513	bg_tower_stage_002	tower_stage_002	0	0	-1	0	0	150	15	0	102043	stage06_0052_e1	stage06_0052_e1	BGM01,bgm_st_jakob	null	null	0	1	0	1	0	1	0	0	0	252511	0	0	0	0	null	null	null	null	4.01.0000	null	STAGE_NAME_160523	null	
160533	6	16000	53	3	160523	bg_tower_stage_003	tower_stage_003	0	0	-1	0	0	150	15	0	102044	stage06_0053_e1	stage06_0053_e1	BGM01,bgm_st_jakob	null	null	0	1	0	1	0	1	0	0	0	252521	0	0	0	0	null	null	null	null	4.01.0000	null	STAGE_NAME_160533	null	
160543	6	16000	54	3	160533	bg_tower_stage_004	tower_stage_004	0	0	-1	0	0	150	15	0	102045	stage06_0054_e1	stage06_0054_e1	BGM01,bgm_st_jakob	null	null	0	1	0	1	0	1	0	0	0	252531	0	0	0	0	null	null	null	null	4.01.0000	null	STAGE_NAME_160543	null	
160553	6	16000	55	3	160543	bg_tower_stage_018	tower_stage_018	0	0	-1	0	0	150	15	0	103011	stage06_0055_e1	stage06_0055_e1	BGM01,bgm_st_jakob	null	BGM01,bgm_st_boss04	0	1	0	1	0	1	0	0	0	252541	0	0	0	0	405403	null	null	null	4.01.0000	null	STAGE_NAME_160553	null	
160563	6	16000	56	3	160553	bg_tower_stage_001	tower_stage_001	0	0	-1	0	0	150	15	0	102055	stage06_0056_e1	stage06_0056_e1	BGM01,bgm_st_jakob	null	null	0	1	0	1	0	1	0	0	0	252551	0	0	0	0	null	null	null	null	4.03.0000	null	STAGE_NAME_160563	null	
160573	6	16000	57	3	160563	bg_tower_stage_002	tower_stage_002	0	0	-1	0	0	150	15	0	102052	stage06_0057_e1	stage06_0057_e1	BGM01,bgm_st_jakob	null	null	0	1	0	1	0	1	0	0	0	252561	0	0	0	0	null	null	null	null	4.03.0000	null	STAGE_NAME_160573	null	
160583	6	16000	58	3	160573	bg_tower_stage_003	tower_stage_003	0	0	-1	0	0	150	15	0	102054	stage06_0058_e1	stage06_0058_e1	BGM01,bgm_st_jakob	null	BGM01,bgm_st_mboss01	0	1	0	1	0	1	0	0	0	252571	0	0	0	0	null	null	null	null	4.03.0000	null	STAGE_NAME_160583	null	
160593	6	16000	59	3	160583	bg_tower_stage_004	tower_stage_004	0	0	-1	0	0	150	15	0	102051	stage06_0059_e1	stage06_0059_e1	BGM01,bgm_st_jakob	null	null	0	1	0	1	0	1	0	0	0	252581	0	0	0	0	null	null	null	null	4.03.0000	null	STAGE_NAME_160593	null	
160603	6	16000	60	3	160593	bg_tower_stage_019	tower_stage_019	0	0	-1	0	0	150	15	0	103012	stage06_0060_e1	stage06_0060_e1	BGM01,bgm_st_jakob	null	null	0	1	0	1	0	1	0	0	0	252591	0	0	0	0	405903,405913	null	null	null	4.03.0000	null	STAGE_NAME_160603	null	
160613	6	16000	61	3	160603	bg_tower_stage_001	tower_stage_001	0	0	-1	0	0	150	15	0	102053	stage06_0061_e1	stage06_0061_e1	BGM01,bgm_st_jakob	null	null	0	1	0	1	0	1	0	0	0	252601	0	0	0	0	null	null	null	null	4.05.0000	null	STAGE_NAME_160613	null	
160623	6	16000	62	3	160613	bg_tower_stage_002	tower_stage_002	0	0	-1	0	0	150	15	0	102055	stage06_0062_e1	stage06_0062_e1	BGM01,bgm_st_jakob	null	null	0	1	0	1	0	1	0	0	0	252611	0	0	0	0	null	null	null	null	4.05.0000	null	STAGE_NAME_160623	null	
160633	6	16000	63	3	160623	bg_tower_stage_003	tower_stage_003	0	0	-1	0	0	150	15	0	102051	stage06_0063_e1	stage06_0063_e1	BGM01,bgm_st_jakob	null	null	0	1	0	1	0	1	0	0	0	252621	0	0	0	0	null	null	null	null	4.05.0000	null	STAGE_NAME_160633	null	
160643	6	16000	64	3	160633	bg_tower_stage_004	tower_stage_004	0	0	-1	0	0	150	15	0	102052	stage06_0064_e1	stage06_0064_e1	BGM01,bgm_st_jakob	null	null	0	1	0	1	0	1	0	0	0	252631	0	0	0	0	null	null	null	null	4.05.0000	null	STAGE_NAME_160643	null	
160653	6	16000	65	3	160643	bg_tower_stage_012	tower_stage_012	0	0	-1	0	0	150	15	0	103013	stage06_0065_e1	stage06_0065_e1	BGM01,bgm_st_jakob	null	BGM02,bgm_st_boss17	0	1	0	1	0	1	0	0	0	252641	0	0	0	0	406403	null	null	null	4.05.0000	null	STAGE_NAME_160653	null	
160663	6	16000	66	3	160653	bg_tower_stage_001	tower_stage_001	0	0	-1	0	0	150	15	0	102061	stage06_0066_e1	stage06_0066_e1	BGM01,bgm_st_jakob	null	null	0	1	0	1	0	1	0	0	0	252651	0	0	0	0	null	null	null	null	4.07.0000	null	STAGE_NAME_160663	null	
160673	6	16000	67	3	160663	bg_tower_stage_002	tower_stage_002	0	0	-1	0	0	150	15	0	102062	stage06_0067_e1	stage06_0067_e1	BGM01,bgm_st_jakob	null	null	0	1	0	1	0	1	0	0	0	252661	0	0	0	0	null	null	null	null	4.07.0000	null	STAGE_NAME_160673	null	
160683	6	16000	68	3	160673	bg_tower_stage_003	tower_stage_003	0	0	-1	0	0	150	15	0	102064	stage06_0068_e1	stage06_0068_e1	BGM01,bgm_st_jakob	null	BGM01,bgm_st_mboss01	0	1	0	1	0	1	0	0	0	252671	0	0	0	0	null	null	null	null	4.07.0000	null	STAGE_NAME_160683	null	
160693	6	16000	69	3	160683	bg_tower_stage_004	tower_stage_004	0	0	-1	0	0	150	15	0	102065	stage06_0069_e1	stage06_0069_e1	BGM01,bgm_st_jakob	null	null	0	1	0	1	0	1	0	0	0	252681	0	0	0	0	null	null	null	null	4.07.0000	null	STAGE_NAME_160693	null	
160703	6	16000	70	3	160693	bg_tower_stage_012	tower_stage_012	0	0	-1	0	0	150	15	0	103014	stage06_0070_e1	stage06_0070_e1	BGM01,bgm_st_jakob	null	BGM01,bgm_st_mboss01	0	1	0	1	0	1	0	0	0	252691	0	0	0	0	406903	null	null	null	4.07.0000	null	STAGE_NAME_160703	null	
